ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
11542,단행본,OKYA001712,혼불. 2: 제1부 흔들리는 바람 2,최명희,한길사,1990,813.6 최34ㅎ v.2 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11543,단행본,OKYA001711,혼불. 2: 제1부 흔들리는 바람 2,최명희,한길사,1990,813.6 최34ㅎ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11544,단행본,OKYA001710,혼불. 3: 제2부 평토제 1,최명희,한길사,1990,813.6 최34ㅎ v.3 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11545,단행본,OKYA001709,혼불. 3: 제2부 평토제 1,최명희,한길사,1990,813.6 최34ㅎ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11546,단행본,OKYA001708,혼불. 4: 제2부 평토제 2,최명희,한길사,1990,813.6 최34ㅎ v.4 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11547,단행본,OKYA001707,혼불. 4: 제2부 평토제 2,최명희,한길사,1990,813.6 최34ㅎ v.4,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788935601301,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11548,단행본,OKYA001706,"혼불. 5: 제3부 아소, 님하 1",최명희,한길사,1990,813.6 최34ㅎ v.5 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11549,단행본,OKYA001705,"혼불. 5: 제3부 아소, 님하 1",최명희,한길사,1990,813.6 최34ㅎ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11550,단행본,OKYA001702,해신. 3: 해신 장보고,최인호,열림원,2004,813.6 최68ㅎ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,0,9788970633442,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11551,단행본,OKYA001701,사기열전. 상,사마천 글 | 정범진 옮김,까치,1995,912.03 사32ㅅ v.상,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788972910596,912,🟤 역사,🌏 아시아,🐉 중국,,
11552,단행본,OKYA001700,(세상에서 가장 아름다운 실천)약속,윤종환,21세기북스,2007,199.1 윤75ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788950910655,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
11553,단행본,OKYA001698,813의 비밀,모리스 르블랑 글 | 성귀수 옮김,까치,2002,863 르47ㅍ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788972913184,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
11554,단행본,OKYA001697,리버보이,팀 보울러 글 | 정해영 옮김,다산책방,2007,843 보66ㄹ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788992555487,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
11555,단행본,OKYA001696,(우리가 정말 알아야 할)우리 꽃 세밀화,이성아 글 | 송훈 그림,현암사,2009,481.9911 이54ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,9788932313603,481,🟢 자연과학,🌱 식물학,🧭 기초,,
11556,단행본,OKYA001695,과학으로 맛있는 직업 따라하기,한국여성과학기술단체총연합회,경문사,2007,336.24 한16ㄱ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8500,9788961050586,336,🔵 총류,🎓 진로,,,
11557,단행본,OKYA001693,새벽빛,성완종,따뜻한손,2007,325.099 성65ㅅ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788991274167,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
11558,단행본,OKYA001692,새벽빛,성완종,따뜻한손,2007,325.099 성65ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788991274167,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
11559,단행본,OKYA001691,(세상에서 가장 큰 만행) 은둔,조연현 글 | 사진,오래된 미래,2007,224.8 조64ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8800,,224,🟠 종교,☸️ 불교,🕯️ 종교신앙,,
11560,단행본,OKYA001690,(역사가 새겨진)우리말 이야기,정주리,고즈윈,2006,710.9 정76ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,11500,9788991319660,710,🔵 언어,🇰🇷 한국어,📜 언어설명,,
11561,단행본,OKYA001689,말이 올라야 나라가 오른다. 2,권재일 지음.,한겨레신문사,2005,711.2 권73ㅁ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,13000,9788984311695,711,🔵 언어,🇰🇷 한국어,💬 음성•문자•음운,,
11562,단행본,OKYA001688,(미래를 들려주는) 생물공학 이야기,유영제,생각의나무,2006,472 유64ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,19500,9788984985285,472,🟢 자연과학,🧬 생명과학,⚗️ 생물학,,
11563,단행본,OKYA001687,21세기 문예이론,김성곤 편저,문학사상사,2006,801 김54ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8500,,801,⚫ 문학,📜 이론,,,
11564,단행본,OKYA001686,(DMZ)평화 답사 : 남북평화와 남남화해를 위해,김재한,오름,2006,349.9 김73ㅍ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788977782549,349,⚪ 사회과학,🏛️ 정치,🌐 외교•국제관계,,
11565,단행본,OKYA001685,무엇을 만들어야 하는가? : 트리즈를 활용한 신제품 개발,김익철,인터비젼,2006,507.5 김68ㅁ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788956673189,507,🟡 기술과학,🗣️ 교육지도법,,,
11566,단행본,OKYA001684,인간의 어리석음에 대한 98가지 비유,지원,부글북스,2007,224.4 지66ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,11000,9788992307109,224,🟠 종교,☸️ 불교,🕯️ 종교신앙,,
11567,단행본,OKYA001682,객주. 1,김주영,문이당,2006,813.6 김76ㄱ v.1 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788974561994,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11568,단행본,OKYA001681,객주. 1,김주영,문이당,2006,813.6 김76ㄱ v.1,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788974561994,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11569,단행본,OKYA001680,객주. 2,김주영,문이당,2003,813.6 김76ㄱ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788974562076,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11570,단행본,OKYA001679,객주. 3,김주영,문이당,2003,813.6 김76ㄱ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788974562076,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11571,단행본,OKYA001678,객주. 4,김주영,문이당,2003,813.6 김76ㄱ v.4,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11572,단행본,OKYA001677,객주. 5,김주영,문이당,2003,813.6 김76ㄱ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11573,단행본,OKYA001676,객주. 6,김주영,문이당,2003,813.6 김76ㄱ v.6,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11574,단행본,OKYA001675,(청소년) 토지. 6: 2부 3권,박경리,이룸,2003,813.6 박14ㅌ v.6,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11575,단행본,OKYA001674,(청소년) 토지. 2: 1부 2권,박경리,이룸,2003,813.6 박14ㅌ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11576,단행본,OKYA001672,(청소년) 토지. 5: 2부 2권,박경리,이룸,2003,813.6 박14ㅌ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11577,단행본,OKYA001671,(청소년) 토지. 7: 3부 1권,박경리,이룸,2003,813.6 박14ㅌ v.7 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11578,단행본,OKYA001665,완당평전. 1: 일세를 풍미하는 완당바람,유홍준,학고재,2002,650.99 유95ㅇ v.1,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,9788985846912,650,🔴 예술,🎨 회화•디자인,📦 교양•기타,,
11579,단행본,OKYA001664,완당평전. 2: 산은 높고 바다는 깊네,유홍준,학고재,2002,650.99 유95ㅇ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,18000,,650,🔴 예술,🎨 회화•디자인,📦 교양•기타,,
11580,단행본,OKYA001663,완당평전. 3: 자료·해제 편,유홍준,학고재,2002,650.99 유95ㅇ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,,650,🔴 예술,🎨 회화•디자인,📦 교양•기타,,
11581,단행본,OKYA001662,(우리가 정말 알아야 할) 우리 나무 백 가지,이유미,현암사,1995,485.16 이66ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,20000,9788932308302,485,🟢 자연과학,🌱 식물학,🌰 종자식물,,
11582,단행본,OKYA001661,두 문화 : 과학과 인문학의 조화로운 만남을 위하여,C. P. 스노우 글 | 오영환 옮김,사이언스북스,2001,331.5 스195ㄷ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11583,단행본,OKYA001650,지역발전의 새로운 패러다임 장소마케팅 전략,이무용,논형,2006,326.16 이36ㅈ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,23000,9788990618276,326,⚪ 사회과학,💰 경제,🎯 상업•기획•마케팅,,
11584,단행본,OKYA001648,나는 일본 문화가 재미있다,김지룡,명진출판,1999,309.113 김78ㄴ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,9788976770660,309,⚪ 사회과학,🎎 문화,,,
11585,단행본,OKYA001647,(한글판 가정건강비전) 동의보감,허준,근영출판사,1992,519.8 허76ㄷ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,,519,🟡 기술과학,🩺 의학,🧉 한의학,,
11586,단행본,OKYA001646,나는 일본 문화가 재미있다,김지룡,명진출판,1999,309.113 김78ㄴ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,9788976770660,309,⚪ 사회과학,🎎 문화,,,
11587,단행본,OKYA001645,북학의,박제가 글 | 안대회 옮김,돌베개,2003,151.58 박74ㅂ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788971991541,151,🟢 철학,🌏 동양,🇰🇷 한국,,
11588,단행본,OKYA001644,북학의,박제가 글 | 안대회 옮김,돌베개,2003,151.58 박74ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788971991541,151,🟢 철학,🌏 동양,🇰🇷 한국,,
11589,단행본,OKYA001640,생물의 죽살이,권오길,지성사,1995,470.4 권65ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,6500,9788978890946,470,🟢 자연과학,🧬 생명과학,📦 교양•기타,,
11590,단행본,OKYA001639,몸과 마음의 생물학,김창환,지성사,1995,472 김82ㅁ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7000,9788978890168,472,🟢 자연과학,🧬 생명과학,⚗️ 생물학,,
11591,단행본,OKYA001637,토박이 곤충에 관한 37가지 이야기,김정환,지성사,1996,495.2 김74ㅌ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,6500,9788978890212,495,🟢 자연과학,🐵 동물학,🐜 곤충,,
11592,단행본,OKYA001631,상도. 2,최인호,여백,2000,813.6 최68ㅅ v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7500,9788985804523,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11593,단행본,OKYA001630,상도. 3,최인호,여백,2000,813.6 최68ㅅ v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7500,9788985804530,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11594,단행본,OKYA001629,상도. 4,최인호,여백,2000,813.6 최68ㅅ v.4,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7500,9788985804547,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11595,단행본,OKYA001628,상도. 5,최인호,여백,2000,813.6 최68ㅅ v.5,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7500,9788985804509,813,⚫ 문학,🇰🇷 한국,📔 소설,,
11596,단행본,OKYA001625,바보처럼 웃으면서 똑똑하게 세상사는 지혜,주선,홍진북스,2009,199.1 주54ㅂ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788996079618,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
11597,단행본,OKYA001624,바보처럼 웃으면서 똑똑하게 세상사는 지혜,주선,홍진북스,2009,199.1 주54ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788996079618,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
11598,단행본,OKYA001623,(앨빈 토플러) 부의 미래,앨빈 토플러 | 하이디 토플러 글 | 김중웅 옮김,청림출판,2007,331.54 토897ㅂ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,19800,9788935213818,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11599,단행본,OKYA001622,MT 화학,이익모,장서가,2008,372.68 나67 v.3,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,13000,9788993210033,372,⚪ 사회과학,🎓 교육,🏢 교육행정,,
11600,단행본,OKYA001621,MT 생명공학,최강열,장서가,2008,372.68 나67 v.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,13000,9788993210019,372,⚪ 사회과학,🎓 교육,🏢 교육행정,,
11601,단행본,OKYA001620,MT 컴퓨터공학,노병희,장서가,2008,372.68 나67 v.4,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,13000,9788993210057,372,⚪ 사회과학,🎓 교육,🏢 교육행정,,
11602,단행본,OKYA001619,대런 섄. 3: 피의 터널,대런 섄 글 | 최수민 옮김,문학수첩리틀북스,2002,843 섄23ㄷ v.3 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,7500,,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
11603,단행본,OKYA001618,신. 3,베르나르 베르베르 글 | 이세욱 옮김,열린책들,2009,863 베297ㅅ v.3 c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9800,9788932962696,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
11604,단행본,OKYA001617,과학의 즐거움,알베르 자카르 글 | 장석훈 옮김,궁리,2002,404 자872ㄱ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,8000,9788988804551,404,🟢 자연과학,📝 강연•수필•연설문집,,,
11605,단행본,OKYA001616,파인만의 여섯가지 물리이야기,리처드 파인만 글 | 박병철 옮김,승산,2007,420 파68ㅍ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9800,9788988907429,420,🟢 자연과학,🎯 물리학,📦 교양•기타,,
11606,단행본,OKYA001615,에피소드 과학사 : 생물.의학이야기,A. 셧클리프 글 | 조경철 역,우신사,1993,409 셧877ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,3800,,409,"🟢 자연과학, 🟤 역사",🧭 과학사,,,
11607,단행본,OKYA001614,에피소드 과학사 : 물리이야기,A. 셧클리프 | A.P.D.셧클리프 글 | 조경철 옮김,우신사,1993,409 셧877ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,3800,,409,"🟢 자연과학, 🟤 역사",🧭 과학사,,,
11608,단행본,OKYA001613,야생의 사고,레비-스트로스 글 | 안정남 옮김,한길사,1999,389 레48ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,23000,9788935630721,389,⚪ 사회과학,🏺 풍습•인류학,🧑‍🤝‍🧑 문화인류학,,
11609,단행본,OKYA001612,(앨빈 토플러) 부의 미래,앨빈 토플러 | 하이디 토플러 글 | 김중웅 옮김,청림출판,2007,331.54 토897ㅂ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,19800,9788935213818,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
11610,단행본,OKYA001611,"세상은 나를 보고 웃고, 나는 세상을 보고 웃는다",김창숙,올댓Book,2009,818 김82ㅅ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788990790910,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
11611,단행본,OKYA001610,"세상은 나를 보고 웃고, 나는 세상을 보고 웃는다",김창숙,올댓Book,2009,818 김82ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9000,9788990790910,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
11612,단행본,OKYA001609,바보처럼 공부하고 천재처럼 꿈꿔라,신웅진,명진출판,2007,818 신66ㅂ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788976772435,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
11613,단행본,OKYA001608,세계를 가슴에 품어라,김의식,명진출판,2008,199.1 김67ㅅ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788976776051,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
11614,단행본,OKYA001607,세계를 가슴에 품어라,김의식,명진출판,2008,199.1 김67ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788976776051,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
11615,단행본,OKYA001606,성적은 짧고 직업은 길다,탁석산,창비,2009,336.24 탁54ㅅ c.2,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9500,9788936458041,336,🔵 총류,🎓 진로,,,
11616,단행본,OKYA001605,성적은 짧고 직업은 길다,탁석산,창비,2009,336.24 탁54ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,9500,9788936458041,336,🔵 총류,🎓 진로,,,
11617,단행본,OKYA001603,그리스인들의 신화와 사유,장 피에르 베르낭 글 | 박희영 옮김,아카넷,2006,219.21 베297ㄱ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,28000,9788957330548,219,🟠 종교,🛐 종교학,🌟 신화,,
11618,단행본,OKYA001602,영어 지시표현의 이해 : 인지. 화용적 접근,이성범,부북스,2005,745 이54ㅇ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,10000,9788995771501,745,🔵 언어,🇬🇧 영어,📗 문법,,
11619,단행본,OKYA001601,(생태문화도시)서울을 찾아서,홍성태,현실문화연구,2005,911.6 홍54ㅅ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,14000,9788987057798,911,🟤 역사,🌏 아시아,🪭 한국,,
11620,단행본,OKYA001599,나를 숲으로 초대한 새들,V. N. 쉬니트니코흐 글 | 이경아 옮김,다른세상,2006,491.9929 쉬198ㄴ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,12000,9788977660700,491,🟢 자연과학,🐵 동물학,🧭 기초,,
11621,단행본,OKYA001598,문화부족의 사회 : 히피에서 폐인까지,이동연,책세상,2005,331.5 이25ㅁ,2011-07-28,2011-07-28,대출가능,도서관,,￦,구입,15000,9788970135359,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
