ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
1420,단행본,OKYA013197,시몽의 아빠,기 드 모파상 글 | 고봉만 옮김,문학과지성사,2023,863 모892ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788932041889,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
1421,단행본,OKYA013196,모래비가 내리는 모래 서점,문보영,문학동네,2023,811.6 문45ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788954693851,811,⚫ 문학,🇰🇷 한국,📓 시,,
1422,단행본,OKYA013195,슬픔이 택배로 왔다,정호승,창비,2022,811.6 창48 v.482,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,11000,9788936424824,811,⚫ 문학,🇰🇷 한국,📓 시,,
1423,단행본,OKYA013194,멀리 가는 느낌이 좋아,주민현,창비,2023,811.6 창48 v.490,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,11000,9788936424909,811,⚫ 문학,🇰🇷 한국,📓 시,,
1424,단행본,OKYA013193,인생의 역사,신형철,난다,2022,809.1 신94ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791191859379,809,"⚫ 문학, 🟤 역사",🧭 문학사,,,
1425,단행본,OKYA013192,이걸 내 마음이라고 하자,황인찬,문학동네,2023,811.6 황68ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788954693370,811,⚫ 문학,🇰🇷 한국,📓 시,,
1426,단행본,OKYA013191,저는 많이 보고 있어요,안미옥,문학동네,2021,811.6 안38ㅈ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788954690812,811,⚫ 문학,🇰🇷 한국,📓 시,,
1427,단행본,OKYA013190,없음의 대명사,오은,문학과지성사,2022,811.6 오67ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788932041520,811,⚫ 문학,🇰🇷 한국,📓 시,,
1428,단행본,OKYA013189,슬픔은 겨우 손톱만큼의 조각,유현아,창비,2023,811.6 창48 v.491,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,10000,9788936424916,811,⚫ 문학,🇰🇷 한국,📓 시,,
1429,단행본,OKYA013188,굴뚝의 기사,서대경,현대문학,2023,811.6 서23ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,10000,,811,⚫ 문학,🇰🇷 한국,📓 시,,
1430,단행본,OKYA013187,8월의 빛,박시하,아침달,2023,811.6 박58ㅍ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9791189467876,811,⚫ 문학,🇰🇷 한국,📓 시,,
1431,단행본,OKYA013186,투명이 우리를 가려준다는 믿음,김영미,아침달,2023,811.6 김64ㅌ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9791189467883,811,⚫ 문학,🇰🇷 한국,📓 시,,
1432,단행본,OKYA013185,미래는 허밍을 한다,강혜빈,문학과지성사,2023,811.6 강94ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788932041865,811,⚫ 문학,🇰🇷 한국,📓 시,,
1433,단행본,OKYA013184,너에게 나는,나태주 글 | 김예원 엮음,열림원,2023,811.6 나883ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791170402107,811,⚫ 문학,🇰🇷 한국,📓 시,,
1434,단행본,OKYA013183,귀여움이 세상을 구원하리라,박애진,폴라북스,2023,813.6 박63ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791188547258,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1435,단행본,OKYA013182,잃어버린 사람,김숨,모요사,2023,813.6 김56ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,20000,9791199263529,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1436,단행본,OKYA013181,나 같은 기계들,이언 매큐언 글 | 민승남 옮김,문학동네,2023,843 매876ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9788954694063,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1437,단행본,OKYA013180,못 먹는 남자,정해연,엘릭시르,2023,813.6 정93ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15800,9788954699235,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1438,단행본,OKYA013179,저스트 키딩,정용준 글 | 이영리 그림,마음산책,2023,813.6 정65ㅈ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788960908277,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1439,단행본,OKYA013178,발끝이 바다에 닿으면,하승민,황금가지,2023,813.6 하57ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17000,9791170522874,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1440,단행본,OKYA013177,너는 지구에 글 쓰러 오지 않았다,장희원,리메로북스,2023,813.6 장97ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16700,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1441,단행본,OKYA013176,말 없는 자들의 목소리,황모과,래빗홀,2023,813.6 황35ㅁ c.2,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791168341197,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1442,단행본,OKYA013175,칼끝의 심장,스티븐 웨스터비 글 | 서정아 옮김,지식서가,2022,510.4 웨57ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,19000,9791197548345,510,🟡 기술과학,🩺 의학,📦 교양•기타,,
1443,단행본,OKYA013174,바다가 들리는 편의점,마치다 소노코 글 | 황국영 옮김,모모,2023,833.6 마86ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791193358207,833,⚫ 문학,🇯🇵 일본,📔 소설,,
1444,단행본,OKYA013173,테스터,이희영,허블,2023,813.6 이97ㅌ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791193078464,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1445,단행본,OKYA013172,너무나 많은 여름,김연수,레제,2023,813.6 김64ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791196722012,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1446,단행본,OKYA013171,파친코. 2,이민진 글 | 신승미 옮김,인플루엔셜,2022,843 이38ㅍ v.2,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15800,,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1447,단행본,OKYA013170,파친코. 1,이민진 글 | 신승미 옮김,인플루엔셜,2022,843 이38ㅍ v.1,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15800,,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1448,단행본,OKYA013169,"나, 나, 마들렌",박서련,한겨레,2023,813.6 박54ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791160405439,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1449,단행본,OKYA013168,매일 이곳이 좋아집니다,마스다 미리 글 | 이소담 옮김,티라미수 The book,2023,834 마57ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791169518352,834,⚫ 문학,🇯🇵 일본,📝 수필,,
1450,단행본,OKYA013167,매구를 죽이려고,조선희,네오픽션,2023,813.6 조54ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791157403806,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1451,단행본,OKYA013166,벨기에 에세이,샬럿 브론테•에밀리 브론테•앤 브론테 글 | 김자영•이수진 옮김,미행,2023,846 브295ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791192004174,846,⚫ 문학,🇬🇧🇺🇸 영미,✉️ 일기•기행•편지,,
1452,단행본,OKYA013165,너라는 이름의 숲,아밀,허블,2023,813.6 아38ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791193078044,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1453,단행본,OKYA013164,집으로 가는 먼 길,루이즈 페니 글 | 안현주 옮김,피니스아프리카에,2023,843 페198ㅈ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791185190594,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1454,단행본,OKYA013163,비가 오면 열리는 상점,유영광,클레이하우스,2023,813.6 유64ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791193235317,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1455,단행본,OKYA013162,오펜하이머 각본집,크리스토퍼 놀란 글 | 김은주 옮김,허블,2023,688.18 놀292ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791193078082,688,🔴 예술,🎥 공연•매체예술,🎬 영화,,
1456,단행본,OKYA013161,아주 희미한 빛으로도,최은영,문학동네,2023,813.6 최67ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9788954695053,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1457,단행본,OKYA013160,눈에 갇힌 외딴 산장에서,히가시노 게이고 글 | 김난주 옮김,재인,2023,833.6 히12ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18800,,833,⚫ 문학,🇯🇵 일본,📔 소설,,
1458,단행본,OKYA013159,지구가 죽으면 달은 누굴 돌지?,김혜순,문학과지성사,2022,811.6 김94ㅈ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9788932039985,811,⚫ 문학,🇰🇷 한국,📓 시,,
1459,단행본,OKYA013158,신비롭지 않은 여자들,임소연,민음사,2022,337.1 임55ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788937492075,337,⚪ 사회과학,🌐 사회,👩‍🦰 여성문제,,
1460,단행본,OKYA013157,구의 증명,최진영,은행나무,2021,813.6 최78ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12000,9791167372864,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1461,단행본,OKYA013156,변종의 늑대,김영록,쌤앤파커스,2019,325.21 김64ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791165344696,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
1462,단행본,OKYA013155,부림지구 벙커X,강영숙,창비,2020,813.6 강64ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788936434380,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1463,단행본,OKYA013154,달드리 씨의 이상한 여행,마르크 레비 글 | 이원희 옮김,작가정신,2023,863 레48ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791160263176,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
1464,단행본,OKYA013153,테디베어는 죽지 않아,조예은,안전가옥,2023,813.6 조64ㅌ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16700,9791193024225,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1465,단행본,OKYA013152,"1945, 철원",이현,창비,2023,813.6 이94ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15800,9788936439255,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1466,단행본,OKYA013151,제비심장,김숨,문학과지성사,2021,813.6 김56ㅈ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788932039053,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1467,단행본,OKYA013150,완벽한 생애,조해진,창비,2020,813.6 조93ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788936438487,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1468,단행본,OKYA013149,플랫랜드,에드윈 A. 애보트 글 | 윤태일 옮김,늘봄,2013,843 애45ㅍ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,10000,9788988151013,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1469,단행본,OKYA013148,해빗,웬디 우드 글 | 김윤재 옮김,다산북스,2023,181.845 우27ㅎ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791130627595,181,🟢 철학,🧠 심리학,💓 감정•생각,,
1470,단행본,OKYA013147,우리집에 화학자가 산다,김민경,휴머니스트,2019,430 김38ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791160802160,430,🟢 자연과학,🧪 화학,📦 교양•기타,,
1471,단행본,OKYA013146,다만 빛과 그림자가 그곳에 있었고,정멜멜,책읽는수요일,2010,818 정34ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9788986022568,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1472,단행본,OKYA013145,생각을 바꾸는 생각들,비카스 샤 글 | 임경은 옮김,인플루엔셜,2022,001.3 샤48ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17500,9791191056853,001,🔵 총류,🧭 인문학 일반,,,
1473,단행본,OKYA013144,우리는 모두 죽는다는 것을 기억하라,웨인 다이어 글 | 정지현 옮김,토네이도,2022,199.1 다68ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17000,,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
1474,단행본,OKYA013143,밥은 먹고 다니냐는 말,정은정,한티재,2021,331.43 정67ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791190178716,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
1475,단행본,OKYA013142,읽는 인간 리터러시를 경험하라,조병영,쌤앤파커스,2023,331.6 조44ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17500,9791165344276,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
1476,단행본,OKYA013141,내가 되는 꿈,최진영,현대문학,2021,813.6 최78ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791190885621,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1477,단행본,OKYA013140,므레모사,김초엽,현대문학,2021,813.6 김84ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791167900821,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1478,단행본,OKYA013139,다섯 번째 감각,김보영,아작,2022,813.6 김45ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791166686603,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1479,단행본,OKYA013138,나는 앞으로 몇 번의 보름달을 볼 수 있을까,류이치 사카모토 글 | 황국영 옮김,위즈덤하우스,2023,670.4 류68ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,20000,9791171719624,670,🔴 예술,🎵 음악,📦 교양•기타,,
1480,단행본,OKYA013137,말에 구원받는다는 것,아라이 유키 글 | 배형은 옮김,ㅁ,2023,701.013 아292ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18500,9791157062935,701,🔵 언어,🗣️ 언어학,,,
1481,단행본,OKYA013136,당신이 보고 싶어하는 세상,장강명,문학동네,2023,813.6 장12ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17000,9788954694148,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1482,단행본,OKYA013135,눈부신 안부,백수린,문학동네,2023,813.6 백56ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9788954699372,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1483,단행본,OKYA013134,나는 죽음을 돕는 의사입니다,스테파니 그린 글 | 최정수 옮김,이봄,2023,516.9645 그298ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791190582711,516,🟡 기술과학,"🩺 의학, 🕊️ 윤리•도덕",📦 교양•기타,,
1484,단행본,OKYA013132,꿀벌의 예언. 1,베르나르 베르베르 글 | 전미연 옮김,열린책들,2023,863 베297ㄲ v.1,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
1485,단행본,OKYA013131,착륙할 때 박수를,엘리자베스 아체베도 글 | 홍지연 옮김,문학동네,2023,843 아83ㅊ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9788954693912,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1486,단행본,OKYA013130,완벽한 가족을 만드는 방법,정은숙,창비,2023,813.6 정67ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13000,9788936457198,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1487,단행본,OKYA013129,오늘도 우당탕탕 못말리는 보통 가족,유타 님피우스 글 | 전은경 옮김,휴머니스트,2023,853 님898ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791170870050,853,⚫ 문학,🇩🇪 독일,📔 소설,,
1488,단행본,OKYA013128,"여기는 시장, 각오가 필요하지",김혜진,위즈덤하우스,2023,813.6 김94ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791168126268,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1489,단행본,OKYA013127,소금 아이,이희영,돌베개,2023,813.6 이97ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791192836157,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1490,단행본,OKYA013126,보이 코드,이진•전건우•정해연•조영주•차무진,생각학교,2023,813.6 이78ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13500,9791191360776,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1491,단행본,OKYA013125,범람주의보,설재인,자음과모음,2023,813.6 설73ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14500,9788954449199,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1492,단행본,OKYA013124,바람을 기다려,이옥수,앤드,2023,813.6 이65ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1493,단행본,OKYA013123,꿈술사의 환상상점,이효린,서랍의날씨,2023,813.6 이95ㄲ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16900,9791161692418,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1494,단행본,OKYA013122,밤의 경비원,루이스 어드리크 글 | 이지예 옮김,프시케의숲,2023,843 어27ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9791189336592,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1495,단행본,OKYA013121,미술관 옆 동물병원 479번지,구본우,모베리,2023,818 구45ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18000,9788984018549,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1496,단행본,OKYA013120,킹과 잠자리,케이슨 캘린더 글 | 정회성 옮김,사계절,2023,843 캘298ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791169811385,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1497,단행본,OKYA013119,새를 찾아서,차오윈쉬엔 글 | 박미진 옮김,현북스,2023,823.7 차65ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791157413775,823,⚫ 문학,🇨🇳 중국,📔 소설,,
1498,단행본,OKYA013118,바다에 빠진 소녀,악시 오 글 | 김경미 옮김,이봄,2021,843 오62ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17000,9791190582704,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1499,단행본,OKYA013117,마녀가 되는 주문,단요,책풀,2023,813.6 단65ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1500,단행본,OKYA013116,너를 위한 B컷,이금이,문학동네,2023,813.6 이17ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12500,9788954693479,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1501,단행본,OKYA013115,도산 안창호 말꽃모음,안창호 글 | 김은숙•이주영 엮음,단비,2023,199.8 안82ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13000,9791163500711,199,🟢 철학,🕊️ 윤리•도덕,✨ 교훈,,
1502,단행본,OKYA013114,그렇게 스타보이가 되었다,마시케이트 코널리•댄 해링 글 | 김영욱 옮김,올리,2023,843 코194ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14800,9791165347697,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1503,단행본,OKYA013113,함께 걷는 소설,백수린 외,창비교육,2023,813.6 백56ㅎ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17000,9791165702137,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1504,단행본,OKYA013112,커넥트,민경혜,다른,2023,813.6 민14ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13500,9791156335375,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1505,단행본,OKYA013111,선재의 노래,공선옥,창비,2023,813.6 공54ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788936431112,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1506,단행본,OKYA013110,노 휴먼스 랜드,김정,창비,2023,813.6 김74ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788936457204,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1507,단행본,OKYA013109,느티나무 수호대,김중미,돌베개,2023,813.6 김76ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791192836072,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1508,단행본,OKYA013108,밤의 약국,김희선,현대문학,2023,814.6 김97ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791167901958,814,⚫ 문학,🇰🇷 한국,📝 수필,,
1509,단행본,OKYA013107,꼬리와 파도,강석희,창비교육,2023,813.6 강54ㄲ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14500,9791165702069,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1510,단행본,OKYA013106,슬플 땐 양자 도약,리제 빌라드센 글 | 정철우 옮김,삐삐북스,2023,859.81 빌292ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791197145131,859,⚫ 문학,🇩🇪 독일,🍺 기타 게르만 문학,,
1511,단행본,OKYA013105,고요한 우연,김수빈,문학동네,2023,813.6 김56ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12500,9788954691154,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1512,단행본,OKYA013104,상실의 기쁨,프랭크 브루니 글 | 홍정인 옮김,웅진지식하우스,2023,844 브296ㅅ,2023-09-04,2023-09-04,대출중,도서관,2025-11-11,￦,구입,18000,9791185424286,844,⚫ 문학,🇬🇧🇺🇸 영미,📝 수필,,
1513,단행본,OKYA013103,버샤,표명희,창비,2015,813.6 표34ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788936457174,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1514,단행본,OKYA013102,당연하게도 나는 너를,이꽃님,우리학교,2023,813.6 이15ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13500,9791167553379,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1515,단행본,OKYA013101,당신은 전쟁을 몰라요,예바 스칼레츠카 글 | 손원평 옮김,생각의힘,2023,892.89 스872ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791190955874,892,⚫ 문학,🌎 기타,🌍 인도•유럽,,
1516,단행본,OKYA013100,은혜씨 덕분입니다,장차현실,한겨레출판,2023,818 장82ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16500,9791160409253,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1517,단행본,OKYA013099,헌책 낙서 수집광,윤성근,이야기장수,2023,012.6 윤54ㅎ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17800,9788954690751,012,🔵 총류,📜 서지학,✍️ 필사•제본,,
1518,단행본,OKYA013098,탱크,김희재,한겨레,2023,813.6 김97ㅌ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791160405583,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1519,단행본,OKYA013097,푸른 숨,오미경,특별한서재,2023,813.6 오38ㅍ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791167030702,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1520,단행본,OKYA013096,신을 지키는 아이,히로시마 레이코 글 | 김정화 옮김,꿈꾸다,2022,833.6 히295ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791167390813,833,⚫ 문학,🇯🇵 일본,📔 소설,,
1521,단행본,OKYA013095,뷰티스타그램,한영이,꿈꾸다,2022,813.6 한64ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13000,9791167390820,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1522,단행본,OKYA013094,배리 스콰이어스,헤더 스미스 글 | 이미정 옮김,베르단디,2023,843 스38ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791191426540,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1523,단행본,OKYA013093,미치도록 시끄러운 정적에 관하여,사라 데센 글 | 박수현 옮김,바람의아이들,2023,843 데54ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,17800,9791162102015,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1524,단행본,OKYA013092,네 통의 편지,설흔,나무를심는사람들,2023,813.6 설97ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791190275873,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1525,단행본,OKYA013091,말 없는 자들의 목소리,황모과,래빗홀,2023,813.6 황35ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791168341197,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1526,단행본,OKYA013090,새로운 별,아야세 마루 글 | 박우주 옮김,달로와,2022,833.6 아63ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791190015981,833,⚫ 문학,🇯🇵 일본,📔 소설,,
1527,단행본,OKYA013089,달이 차오르는 시간,이금주,답게,2022,813.6 이17ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788975743542,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1528,단행본,OKYA013088,커튼콜은 사양할게요,김유담,창비,2022,813.6 김66ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9788936438883,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1529,단행본,OKYA013087,레니와 마고의 백 년,매리언 크로닌 글 | 조경실 옮김,해피북스투유,2022,843 크295ㄹ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16500,9791164798209,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1530,단행본,OKYA013086,나중에,스티븐 킹 글 | 진서희 옮김,황금가지,2022,843 킹57ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14800,9791170521969,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1531,단행본,OKYA013085,어둠의 속도,알렉스 쉬어러 글 | 윤여림 옮김,미래인,2022,843 쉬64ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788983946010,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
